FOC Number
FIN/DPU/PWR/012/2025/3003
FIN/HAM/PWR/007/2025/3002
FIN/NHK/PWR/007/2025/42708
FIN/NLB/PWB/001/2025/13089
FIN/NLB/PWB/001/2025/13090
FIN/TSK/PWR/001/2025/42728
FIN/AKM/PWB/004/2025/13081
FIN/HFL/PWB/010/2025/1225
FIN/KAM/PWB/001/2025/13083
FIN/MRG/PWR/002/2025/42719
FIN/NGT/PWR/001/2025/869
FIN/NGT/PWR/001/2025/868
FIN/NGT/PWR/003/2025/42703
FIN/NGT/PWR/003/2025/42704
FIN/BJN/PWR/002/2025/3754
FIN/GT/PWR/001/2025/42723
FIN/NGT/PWB/002/2025/13087
FIN/DIS/AGR/003/2025/024
FIN/DIS/AGR/003/2025/023
FIN/DIS/DME/005/2025/2806
FIN/NAG/PWB/001/2025/13091
FIN/NLB/PWR/001/2025/42737
FIN/RAN/PWR/002/2025/42713
FIN/RAN/PWR/002/2025/42705
FIN/RAN/PWR/002/2025/42711
FIN/AKM/PWB/004/2025/13098
FIN/CAC/PWR/003/2025/42784
FIN/DIS/SAD/001/2025/4511
FIN/DPU/PWR/012/2025/3006
FIN/KAM/IWT/001/2025/1709
FIN/LKM/PWB/001/2025/13093
FIN/LKM/PWR/004/2025/42754
FIN/MSL/PWR/003/2025/3766
FIN/MSL/PWR/003/2025/3764
FIN/MSL/PWR/003/2025/3778
FIN/MSL/PWR/003/2025/3776
FIN/MSL/PWR/003/2025/3772
FIN/NAG/PWR/002/2025/42776
FIN/NAG/PWR/002/2025/42773
FIN/NHK/PWR/007/2025/42794
FIN/NLB/FC/001/2025/4818
FIN/NLB/FC/001/2025/4818
FIN/NLB/PWR/001/2025/42764
FIN/NLB/PWR/001/2025/42763
FIN/SVS/PWR/001/2025/42752
FIN/SVS/PWR/001/2025/42792
FIN/UDG/PWR/001/2025/3756
FIN/UDG/PWR/001/2025/3758
FIN/UDG/PWR/001/2025/3757
FIN/UDG/PWR/001/2025/3761
FIN/UDG/PWR/001/2025/3760
FIN/BIS/FC/001/2025/4820
FIN/BJN/PWR/002/2025/3763
FIN/BJN/PWR/002/2025/3779
FIN/BJN/PWR/002/2025/3777
FIN/BJN/PWR/002/2025/3768
FIN/BJN/PWR/002/2025/3765
FIN/CAC/PWR/001/2025/42751
FIN/CAC/PWR/001/2025/42747
FIN/DHK/PWR/007/2025/42845
FIN/DIB/PWB/001/2025/13096
FIN/DIB/PWR/008/2025/42821
FIN/DIB/PWR/008/2025/42818
FIN/DIB/PWR/008/2025/42846
FIN/DIB/PWR/008/2025/42813
FIN/DIB/PWR/008/2025/42814
FIN/DIB/PWR/008/2025/42815
FIN/DMJ/PWR/002/2025/42866
FIN/DMJ/PWR/002/2025/42787
FIN/DPU/PWR/012/2025/3008
FIN/GAR/PWD/009/2025/42766
FIN/GT/PWR/001/2025/42809
FIN/GT/PWR/001/2025/42745
FIN/HKD/PWR/001/2025/42750
FIN/HKD/PWR/001/2025/42762
FIN/LKM/PWR/002/2025/42789
FIN/LKM/PWR/002/2025/42756
FIN/LKM/PWR/002/2025/42863
FIN/LKM/PWR/004/2025/42741
FIN/LKM/PWR/004/2025/42861
FIN/LKM/PWR/004/2025/42839
FIN/LKM/PWR/004/2025/42840
FIN/MSL/PWR/003/2025/3771
FIN/MSL/PWR/003/2025/3775
FIN/MSL/PWR/003/2025/3762
FIN/NHK/PWR/007/2025/42769
FIN/NZR/PWR/001/2025/42798
FIN/NZR/PWR/001/2025/42847
FIN/SNR/PWR/001/2025/42843
FIN/SNR/PWR/001/2025/42842
FIN/SVS/PWR/001/2025/42768
FIN/TSK/PWR/001/2025/42832
FIN/TSK/PWR/002/2025/42775
FIN/JOR/PWB/002/2025/13084
FIN/DIS/PRD/001/2025/1648
FIN/DIS/PRD/001/2025/1649
FIN/DIS/PRD/001/2025/1650
FIN/DIS/PWB/007/2025/42823
FIN/KKJ/PWR/001/2025/3769
FIN/JOR/PWR/002/2025/42739
FIN/BJN/PWR/002/2025/3770
FIN/JOR/PWR/002/2025/42740
FIN/NSL/PWR/002/2025/42772
FIN/NSL/PWR/002/2025/42743
FIN/NSL/PWR/002/2025/42770
FIN/BIS/PWR/001/2025/42802
FIN/TOK/PWR/001/2025/42782
FIN/KKJ/PWR/001/2025/3773
FIN/KKJ/PWR/001/2025/3774
FIN/KKJ/PWR/001/2025/3767
FIN/TSK/PWR/002/2025/42758
FIN/TSK/PWR/002/2025/42859
FIN/KLB/GAD/001/2025/14007
FIN/RKN/PWR/001/2025/42780
FIN/LKM/PWR/004/2025/42725
FIN/TOK/PWR/001/2025/42788
FIN/TOK/PWR/001/2025/42765
FIN/TOK/PWR/001/2025/42767
FIN/SVS/PWR/001/2025/42810
FIN/UDG/PWR/001/2025/3759
FIN/TOK/PWR/001/2025/42759
FIN/TSK/PWB/002/2025/13095
FIN/BKK/PWR/001/2025/42777
FIN/NHK/PWR/007/2025/42848
FIN/KLB/PWR/001/2025/42774
FIN/SVS/PWR/001/2025/42755
FIN/DMJ/PWR/001/2025/42746
FIN/GAR/PWD/009/2025/42760
FIN/DIB/PWR/008/2025/42800
FIN/HKD/PWR/001/2025/42851
FIN/HKD/PWR/001/2025/42853
FIN/MAI/PWR/001/2025/1226
FIN/NSL/PWR/002/2025/42783
FIN/NSL/PWR/002/2025/42744
FIN/RKN/PWR/001/2025/42785
FIN/RKN/PWR/001/2025/42748
FIN/SVS/PWR/001/2025/42841
FIN/KAR/PWB/001/2025/13100
FIN/KAR/PWB/001/2025/13101
FIN/BRT/PWR/002/2025/42830
FIN/NGT/PWR/003/2025/42771
FIN/GLP/PWR/003/2025/42858
FIN/BRT/PWB/002/2025/13106
FIN/BRT/PWB/002/2025/13105
FIN/BRT/PWB/002/2025/13092
FIN/KAM/PWR/010/2025/42844
FIN/KAM/PWR/010/2025/42826
FIN/BOK/PWR/002/2025/3009
FIN/NLB/PWR/001/2025/42820
FIN/DIB/PWB/001/2025/13094
FIN/RKN/PWR/001/2025/42838
FIN/AKM/PWR/003/2025/42819
FIN/AKM/PWR/003/2025/42856
FIN/KAM/PWR/010/2025/42824
FIN/AKM/PWR/003/2025/42862
FIN/NAG/PWR/002/2025/42852
FIN/BNG/PWR/002/2025/42868
FIN/BNG/PWR/002/2025/42808
FIN/BNG/PWR/002/2025/42834
FIN/BNG/PWR/002/2025/42833
FIN/BNG/PWR/002/2025/42822
FIN/DAR/PWR/003/2025/42791
FIN/DAR/PWR/003/2025/42779
FIN/DIB/FC/001/2025/4821
FIN/DIB/PWR/008/2025/42742
FIN/DIS/FEB/001/2025/2237
FIN/DPU/PWR/004/2025/3005
FIN/GAR/PWB/001/2025/13097
FIN/GLP/PWR/002/2025/42803
FIN/GLP/PWR/003/2025/42804
FIN/HFL/PWB/009/2025/1228
FIN/HKD/PWR/001/2025/42837
FIN/HKD/PWR/001/2025/42811
FIN/JOR/PWB/002/2025/13099
FIN/JOR/PWB/002/2025/13103
FIN/KLB/GAD/001/2025/14007
FIN/LKH/PWR/005/2025/42753
FIN/LKH/PWR/005/2025/42761
FIN/NGT/PWR/002/2025/42869
FIN/NGT/PWR/004/2025/42812
FIN/NGT/PWR/004/2025/42806
FIN/NGT/PWR/004/2025/42807
FIN/NLB/PWR/001/2025/42860
FIN/NLB/PWR/001/2025/42864
FIN/NLB/PWR/001/2025/42865
FIN/SRP/PWR/001/2025/42781
FIN/SVS/PWR/001/2025/42795
FIN/SVS/PWR/001/2025/42797
FIN/TOK/PWR/001/2025/42867
FIN/TOK/PWR/001/2025/42805
FIN/TOK/PWR/001/2025/42835
FIN/AKM/PWR/001/2025/42825
FIN/DBR/PWB/001/2025/13104
FIN/HAM/PWR/007/2025/3007
FIN/KAM/ECT/006/2025/1380
FIN/NAG/PWR/001/2025/42836
FIN/NAG/PWR/001/2025/42757
FIN/NGT/PWR/002/2025/42870
FIN/RAN/PWR/002/2025/42786
FIN/RAN/PWR/002/2025/42778
FIN/RAN/PWR/002/2025/42801
FIN/RAN/PWR/002/2025/42790
FIN/RAN/PWR/002/2025/42831
FIN/SRB/PWR/006/2025/42749
FIN/SRB/PWR/006/2025/42799
FIN/SRB/PWR/006/2025/42828
FIN/BIL/PWR/001/2025/42854
FIN/HFL/PWB/011/2025/1227
FIN/AKM/PWR/001/2025/42817
FIN/AKM/PWR/003/2025/42872
FIN/BNG/PWR/002/2025/42827
FIN/DIS/AGR/001/2025/1852
FIN/DIS/AGR/001/2025/1855
FIN/DIS/AGR/001/2025/1854
FIN/DIS/AGR/001/2025/1857
FIN/DIS/AGR/001/2025/1856
FIN/DIS/AGR/001/2025/1853
FIN/HAM/PWR/007/2025/3010
FIN/NGT/PWR/001/2025/870
FIN/NLB/PWR/001/2025/42857
FIN/NLB/PWR/001/2025/42796
FIN/RAN/PWR/002/2025/42849
FIN/RAN/PWR/002/2025/42738
FIN/RAN/PWR/002/2025/42816
FIN/DIS/SAD/001/2025/4512
FIN/JOR/PWR/002/2025/42855
FIN/NAG/FC/002/2025/4819
FIN/RAN/PWR/002/2025/42850
FIN/DIS/DME/001/2025/2807
FIN/DIS/DME/001/2025/2808
FIN/JOR/PWR/002/2025/42793
FIN/JOR/PWR/002/2025/42871
FIN/KAM/FOR/001/2025/10664
FIN/DIS/FC/001/2025/4822
FIN/SVS/PWB/001/2025/13114
FIN/CAC/PWB/003/2025/13107
FIN/KAM/PWB/001/2025/13109
FIN/NAG/PWR/002/2025/42875
FIN/AKM/PWB/004/2025/13110
FIN/DIS/JUD/001/2025/1015
FIN/LKM/PWB/001/2025/13108
FIN/NGT/SWD/001/2025/4962
FIN/NLB/PWR/001/2025/42874
FIN/NLB/PWR/001/2025/42873
FIN/RAN/PWB/001/2025/13111
FIN/DIB/PWB/001/2025/13112
FIN/KAM/PWB/001/2025/13113
FIN/BIS/PWB/001/2025/13157
FIN/KAM/PWR/001/2025/872
FIN/KAM/PWR/001/2025/871
FIN/NGT/PWR/004/2025/42963
FIN/AKM/PWR/003/2025/43035
FIN/AKM/PWR/003/2025/43124
FIN/AKM/PWR/003/2025/42992
FIN/AKM/PWR/003/2025/42980
FIN/AKM/PWR/003/2025/42947
FIN/AKM/PWR/003/2025/42974
FIN/AKM/PWR/003/2025/42956
FIN/AKM/PWR/003/2025/42993
FIN/AKM/PWR/003/2025/42971
FIN/BJN/PWR/002/2025/3784
FIN/BJN/PWR/002/2025/3793
FIN/BJN/PWR/002/2025/3794
FIN/BJN/PWR/002/2025/3789
FIN/BKK/PWR/001/2025/43231
FIN/BKK/PWR/001/2025/43136
FIN/BKK/PWR/001/2025/43222
FIN/BNG/PWR/002/2025/43040
FIN/BRT/PWR/002/2025/43031
FIN/BRT/PWR/002/2025/43175
FIN/DBR/POL/001/2025/16638
FIN/DBR/POL/001/2025/16638
FIN/DBR/POL/001/2025/16638
FIN/DBR/POL/001/2025/16638
FIN/DBR/POL/001/2025/16638
FIN/DBR/POL/001/2025/16638
FIN/DBR/POL/001/2025/16638
FIN/DBR/PWB/001/2025/13154
FIN/DBR/PWB/001/2025/13171
FIN/DBR/PWR/001/2025/43216
FIN/DIB/PWB/001/2025/13135
FIN/DIB/PWB/001/2025/13146
FIN/DIB/PWR/008/2025/43204
FIN/DIB/PWR/008/2025/43170
FIN/DIS/HE/001/2025/933
FIN/DIS/HE/001/2025/935
FIN/DIS/HE/001/2025/938
FIN/DIS/HE/001/2025/934
FIN/DIS/HE/001/2025/945
FIN/DIS/HG/001/2025/2611
FIN/DIS/PWB/003/2025/13137
FIN/DIS/PWB/003/2025/13122
FIN/DIS/PWB/003/2025/13126
FIN/DIS/PWB/003/2025/13125
FIN/DIS/PWB/003/2025/13150
FIN/DIS/PWB/003/2025/13167
FIN/DIS/PWB/003/2025/13156
FIN/DIS/PWB/003/2025/13149
FIN/HAT/PWR/004/2025/43226
FIN/KKJ/PRI/001/2025/1511
FIN/KLB/PWR/001/2025/43120
FIN/LKM/PWR/002/2025/42951
FIN/LKM/PWR/002/2025/42981
FIN/LKM/PWR/002/2025/42888
FIN/LKM/PWR/002/2025/42950
FIN/LKM/PWR/002/2025/42952
FIN/LKM/PWR/002/2025/43102
FIN/LKM/PWR/002/2025/43117
FIN/MSL/PWR/003/2025/3795
FIN/NAG/PWR/001/2025/43165
FIN/NAG/PWR/001/2025/43097
FIN/NAG/PWR/001/2025/43227
FIN/NAG/PWR/002/2025/43134
FIN/NLB/PWR/001/2025/43207
FIN/RAN/PWB/001/2025/13141
FIN/RAN/PWB/001/2025/13138
FIN/RKN/PWR/001/2025/43239
FIN/RKN/PWR/001/2025/43232
FIN/SNR/PWR/001/2025/43154
FIN/BIL/PWR/001/2025/43210
FIN/BIL/PWR/001/2025/43201
FIN/BIL/PWR/001/2025/43202
FIN/BNG/PWR/002/2025/43235
FIN/DAR/PWR/003/2025/43096
FIN/DAR/PWR/003/2025/43214
FIN/DIB/PWB/001/2025/13143
FIN/DIB/PWB/001/2025/13145
FIN/DIB/PWR/008/2025/43145
FIN/DIS/BA/001/2025/1355
FIN/DIS/BA/001/2025/1356
FIN/DIS/BA/001/2025/1354
FIN/DIS/HE/001/2025/936
FIN/DIS/HE/001/2025/940
FIN/DIS/HE/001/2025/937
FIN/DIS/HG/001/2025/2612
FIN/DIS/HS/017/2025/2070
FIN/DIS/HS/017/2025/2071
FIN/DIS/HS/017/2025/2072
FIN/DIS/PRD/003/2025/1651
FIN/DIS/PRD/003/2025/1652
FIN/DIS/PWB/003/2025/13173
FIN/DIS/PWB/003/2025/13136
FIN/DIS/TE/001/2025/1555
FIN/GAH/PWR/006/2025/43228
FIN/GAH/PWR/006/2025/43191
FIN/GAH/PWR/006/2025/43230
FIN/GAH/PWR/006/2025/43236
FIN/GT/PWR/001/2025/42989
FIN/HFL/PWB/011/2025/1230
FIN/HFL/PWB/011/2025/1229
FIN/HKD/PWR/001/2025/43208
FIN/HKD/PWR/001/2025/43150
FIN/HOJ/PWB/001/2025/13182
FIN/JOR/PWR/002/2025/43213
FIN/KAM/PWR/010/2025/42934
FIN/KAM/PWR/010/2025/43007
FIN/KAM/PWR/010/2025/43014
FIN/KAM/PWR/010/2025/43018
FIN/KAM/PWR/010/2025/43008
FIN/KAM/PWR/010/2025/43009
FIN/KAM/PWR/010/2025/43011
FIN/KAM/PWR/010/2025/43012
FIN/KAM/PWR/010/2025/43013
FIN/KAM/PWR/010/2025/43010
FIN/KAR/PWB/001/2025/13118
FIN/KAR/PWR/001/2025/43137
FIN/KKJ/PWB/002/2025/3783
FIN/KKJ/PWR/001/2025/3796
FIN/KKJ/PWR/001/2025/3797
FIN/LKM/PWB/001/2025/13181
FIN/MRG/PWR/002/2025/43065
FIN/MRG/PWR/002/2025/43015
FIN/MRG/PWR/002/2025/43152
FIN/MRG/PWR/002/2025/43099
FIN/MRG/PWR/002/2025/43219
FIN/MRG/PWR/002/2025/43206
FIN/NGT/PWR/002/2025/43225
FIN/NGT/PWR/002/2025/43160
FIN/NGT/PWR/002/2025/42910
FIN/NGT/PWR/002/2025/43087
FIN/NGT/PWR/003/2025/42959
FIN/NGT/PWR/003/2025/42938
FIN/NGT/PWR/003/2025/42932
FIN/NGT/PWR/003/2025/42920
FIN/NGT/PWR/003/2025/42939
FIN/NGT/PWR/003/2025/42924
FIN/NGT/PWR/003/2025/42935
FIN/NGT/PWR/003/2025/42936
FIN/NGT/PWR/003/2025/42937
FIN/NGT/PWR/003/2025/43139
FIN/NGT/PWR/003/2025/43069
FIN/NGT/PWR/003/2025/42927
FIN/NGT/PWR/003/2025/43091
FIN/NGT/PWR/003/2025/42968
FIN/RAN/PWB/001/2025/13159
FIN/RAN/PWB/001/2025/13153
FIN/RAN/PWB/001/2025/13174
FIN/RAN/PWB/001/2025/13179
FIN/RAN/PWB/001/2025/13180
FIN/RAN/PWR/002/2025/43233
FIN/RAN/PWR/002/2025/43106
FIN/SNR/PWR/001/2025/43037
FIN/SON/PWB/003/2025/13170
FIN/SON/PWR/003/2025/42895
FIN/UDG/PWR/001/2025/3792
FIN/AKM/PWR/001/2025/42916
FIN/AKM/PWR/001/2025/42897
FIN/AKM/PWR/001/2025/43211
FIN/AKM/PWR/001/2025/42940
FIN/AKM/PWR/003/2025/43017
FIN/AKM/PWR/003/2025/43047
FIN/BIS/PWR/001/2025/43224
FIN/BKK/PWR/001/2025/43223
FIN/BNG/PWR/002/2025/43241
FIN/CAC/PWB/003/2025/13165
FIN/CAC/PWB/003/2025/13151
FIN/CAC/PWR/001/2025/43108
FIN/DBR/POL/001/2025/16638
FIN/DIS/DME/001/2025/2830
FIN/DIS/DME/001/2025/2811
FIN/DIS/DME/001/2025/2828
FIN/DIS/DME/001/2025/2841
FIN/DIS/DME/001/2025/2836
FIN/DIS/DME/001/2025/2854
FIN/DIS/DME/001/2025/2851
FIN/DIS/DME/001/2025/2848
FIN/DIS/DME/001/2025/2838
FIN/DIS/DME/001/2025/2832
FIN/DIS/DME/001/2025/2812
FIN/DIS/HE/001/2025/942
FIN/DIS/HG/001/2025/2613
FIN/DIS/HS/017/2025/2073
FIN/DIS/HS/017/2025/2074
FIN/DIS/SAD/003/2025/4518
FIN/DPU/PRI/001/2025/1520
FIN/GLP/PWR/002/2025/43126
FIN/GLP/PWR/003/2025/43237
FIN/GT/PWR/001/2025/42991
FIN/HAT/PWR/004/2025/43114
FIN/HAT/PWR/004/2025/43115
FIN/HKD/PWR/001/2025/43110
FIN/HKD/PWR/001/2025/42979
FIN/JOR/PWB/002/2025/13178
FIN/JOR/PWB/002/2025/13175
FIN/JOR/PWR/002/2025/42876
FIN/JOR/PWR/002/2025/43098
FIN/JOR/PWR/002/2025/43238
FIN/KAM/POL/005/2025/16635
FIN/KAM/PWR/001/2025/873
FIN/KAM/PWR/010/2025/43149
FIN/KAR/PWR/001/2025/42982
FIN/KAR/PWR/001/2025/42945
FIN/KAR/PWR/001/2025/42944
FIN/LKM/PWR/002/2025/42953
FIN/MRG/PWR/002/2025/42994
FIN/MRG/PWR/002/2025/42996
FIN/MRG/PWR/002/2025/43005
FIN/MRG/PWR/002/2025/43104
FIN/MRG/PWR/002/2025/43119
FIN/MRG/PWR/002/2025/43093
FIN/MRG/PWR/002/2025/43028
FIN/MRG/PWR/002/2025/43105
FIN/MRG/PWR/002/2025/43195
FIN/MRG/PWR/002/2025/43123
FIN/MRG/PWR/002/2025/43056
FIN/MRG/PWR/002/2025/43179
FIN/MRG/PWR/002/2025/43113
FIN/NGT/PWR/002/2025/42915
FIN/NGT/PWR/002/2025/43086
FIN/NGT/PWR/002/2025/42954
FIN/NGT/PWR/002/2025/43082
FIN/NGT/PWR/002/2025/43234
FIN/NGT/PWR/002/2025/43083
FIN/NGT/PWR/002/2025/43085
FIN/NGT/PWR/002/2025/43084
FIN/NGT/PWR/002/2025/42955
FIN/NGT/PWR/002/2025/43076
FIN/NGT/PWR/003/2025/43148
FIN/NGT/PWR/003/2025/43143
FIN/NGT/PWR/003/2025/43050
FIN/NGT/PWR/003/2025/43001
FIN/NGT/PWR/003/2025/43155
FIN/NGT/PWR/003/2025/43217
FIN/NGT/PWR/003/2025/43197
FIN/NGT/PWR/004/2025/42919
FIN/RAN/PWR/002/2025/43140
FIN/RAN/PWR/002/2025/43215
FIN/RAN/PWR/002/2025/43046
FIN/RKN/PWR/001/2025/43004
FIN/RKN/PWR/001/2025/43192
FIN/TML/GAD/001/2025/14021
FIN/TML/GAD/001/2025/14020
FIN/TML/GAD/001/2025/14022
FIN/AKM/PWB/004/2025/13134
FIN/AKM/PWB/004/2025/13172
FIN/AKM/PWR/003/2025/43132
FIN/AKM/PWR/003/2025/42958
FIN/AKM/PWR/003/2025/43019
FIN/AKM/PWR/003/2025/42983
FIN/BIS/PWR/001/2025/43242
FIN/BRT/PWB/002/2025/13185
FIN/DAR/PWB/001/2025/13148
FIN/DAR/PWB/001/2025/13168
FIN/DHK/PWR/007/2025/43038
FIN/DHK/PWR/007/2025/43218
FIN/DIB/PWB/001/2025/13161
FIN/DIB/PWR/008/2025/43256
FIN/DIB/PWR/008/2025/43255
FIN/DIB/PWR/008/2025/43254
FIN/DIB/PWR/008/2025/43257
FIN/DIS/PWB/003/2025/13129
FIN/DIS/PWB/007/2025/43240
FIN/DIS/SAD/001/2025/4515
FIN/DIS/SAD/001/2025/4514
FIN/DIS/SAD/003/2025/4517
FIN/GAR/PRI/001/2025/1514
FIN/GT/PWB/001/2025/13184
FIN/JOR/PWR/002/2025/43229
FIN/KAM/PWR/010/2025/42977
FIN/KAM/PWR/010/2025/42949
FIN/KAM/PWR/010/2025/42960
FIN/KAM/PWR/010/2025/43128
FIN/KAM/PWR/010/2025/43135
FIN/KAM/PWR/010/2025/42986
FIN/KAM/PWR/010/2025/43081
FIN/KAM/PWR/010/2025/43077
FIN/KAM/PWR/010/2025/43078
FIN/KAM/PWR/010/2025/43079
FIN/KAM/PWR/010/2025/43080
FIN/KAM/PWR/010/2025/42925
FIN/KAM/PWR/010/2025/42901
FIN/KAM/PWR/010/2025/42966
FIN/KAM/PWR/010/2025/42965
FIN/KAM/PWR/010/2025/43045
FIN/KAM/PWR/010/2025/43162
FIN/KAM/TOU/001/2025/2311
FIN/KAR/PWR/001/2025/42892
FIN/KAR/PWR/001/2025/42926
FIN/KAR/PWR/001/2025/43193
FIN/KKJ/PWR/001/2025/3788
FIN/KLB/PWR/001/2025/43122
FIN/MRG/POL/001/2025/16637
FIN/MRG/PWR/002/2025/43172
FIN/MRG/PWR/002/2025/43194
FIN/MRG/PWR/002/2025/42984
FIN/MRG/PWR/002/2025/42985
FIN/NSL/PWR/002/2025/43157
FIN/NSL/PWR/002/2025/43176
FIN/SLP/PWB/001/2025/13131
FIN/SNR/PWB/001/2025/13176
FIN/SRB/PWR/006/2025/43190
FIN/SRB/PWR/006/2025/43244
FIN/TOK/PWR/001/2025/43156
FIN/UDG/PWR/001/2025/3799
FIN/DIB/PWR/008/2025/43174
FIN/DIS/MDB/001/2025/965
FIN/DIS/PWB/003/2025/13119
FIN/DIS/PWB/003/2025/13116
FIN/DMJ/PWR/002/2025/43138
FIN/GT/PWR/001/2025/42881
FIN/KAM/LED/001/2025/1138
FIN/KKJ/PWR/001/2025/3785
FIN/MRG/PWB/001/2025/13115
FIN/MSL/PWR/003/2025/3790
FIN/MSL/PWR/003/2025/3791
FIN/NGT/IND/001/2025/1004
FIN/NGT/PWR/004/2025/42894
FIN/NGT/PWR/004/2025/42918
FIN/NGT/PWR/004/2025/42899
FIN/NGT/PWR/004/2025/42900
FIN/NZR/PWR/001/2025/43153
FIN/RAN/PWB/001/2025/13133
FIN/TSK/PWR/001/2025/43163
FIN/UDG/PWR/001/2025/3781
FIN/AKM/PWR/001/2025/43253
FIN/BNG/PWR/002/2025/43480
FIN/BNG/PWR/002/2025/43403
FIN/CAC/PWB/003/2025/13121
FIN/CAC/PWR/001/2025/43502
FIN/DIS/DD/001/2025/1219
FIN/DIS/DD/001/2025/1218
FIN/DIS/DME/001/2025/2835
FIN/DIS/DME/001/2025/2843
FIN/DIS/DME/005/2025/2859
FIN/DIS/DME/005/2025/2860
FIN/DIS/FEB/001/2025/2238
FIN/DIS/PWB/003/2025/13177
FIN/DIS/PWB/006/2025/13142
FIN/DMJ/PWR/001/2025/43295
FIN/DMJ/PWR/001/2025/43529
FIN/DMJ/PWR/001/2025/43466
FIN/DMJ/PWR/001/2025/43398
FIN/GAR/PWD/009/2025/43171
FIN/GAR/PWD/009/2025/43002
FIN/GAR/PWD/009/2025/43200
FIN/GAR/PWD/009/2025/43203
FIN/GAR/PWD/009/2025/43109
